fecha,sensor_id,ambiente,pm1_ugm3,pm25_ugm3,pm10_ugm3
2026-05-01 00:00:00,31,INDOOR,10.6667,17.2667,20.3333
2026-05-01 01:00:00,31,INDOOR,8.0,13.3,13.0
2026-05-01 02:00:00,31,INDOOR,3.0,5.7667,4.6667
2026-05-01 03:00:00,31,INDOOR,1.0,2.6667,1.6667
2026-05-01 04:00:00,31,INDOOR,1.3333,1.8333,3.0
2026-05-01 05:00:00,31,INDOOR,2.0,1.9333,3.0
2026-05-01 06:00:00,31,INDOOR,3.3333,4.1,5.3333
2026-05-01 07:00:00,31,INDOOR,3.0,4.0667,4.0
2026-05-01 08:00:00,31,INDOOR,3.3333,3.9333,6.0
2026-05-01 09:00:00,31,INDOOR,3.0,4.5,5.0
2026-05-01 10:00:00,31,INDOOR,2.3333,3.8333,3.3333
2026-05-01 11:00:00,31,INDOOR,5.3333,4.4667,9.0
2026-05-01 12:00:00,31,INDOOR,1.3333,2.0333,2.0
2026-05-01 13:00:00,31,INDOOR,0.0,0.0333,0.0
2026-05-01 14:00:00,31,INDOOR,0.0,0.0,0.0
2026-05-01 15:00:00,31,INDOOR,0.0,0.0,0.0
2026-05-01 16:00:00,31,INDOOR,3.6667,2.1667,5.6667
2026-05-01 17:00:00,31,INDOOR,1.3333,3.1,2.3333
2026-05-01 18:00:00,31,INDOOR,7.3333,10.1333,11.3333
2026-05-01 19:00:00,31,INDOOR,5.3333,7.3667,8.6667
2026-05-01 20:00:00,31,INDOOR,9.3333,11.8333,14.6667
2026-05-01 21:00:00,31,INDOOR,13.3333,21.0333,23.0
2026-05-01 22:00:00,31,INDOOR,10.6667,16.8667,20.3333
2026-05-01 23:00:00,31,INDOOR,15.0,21.1667,24.3333
2026-05-02 00:00:00,31,INDOOR,12.6667,19.1,22.3333
2026-05-02 01:00:00,31,INDOOR,11.6667,16.8,19.0
2026-05-02 02:00:00,31,INDOOR,8.0,12.6,12.6667
2026-05-02 03:00:00,31,INDOOR,8.0,10.6333,12.3333
2026-05-02 04:00:00,31,INDOOR,6.3333,8.3,9.3333
2026-05-02 05:00:00,31,INDOOR,4.6667,6.6333,7.3333
2026-05-02 06:00:00,31,INDOOR,5.6667,5.6,8.3333
2026-05-02 07:00:00,31,INDOOR,8.3333,10.9667,10.6667
2026-05-02 08:00:00,31,INDOOR,5.0,6.0667,6.6667
2026-05-02 09:00:00,31,INDOOR,19.3333,33.7333,32.0
2026-05-02 10:00:00,31,INDOOR,6.3333,9.9,9.0
2026-05-02 11:00:00,31,INDOOR,1.6667,2.0667,2.3333
2026-05-02 12:00:00,31,INDOOR,2.3333,2.6,4.6667
2026-05-02 13:00:00,31,INDOOR,3.0,4.1,4.0
2026-05-02 14:00:00,31,INDOOR,1.0,1.6,2.3333
2026-05-02 15:00:00,31,INDOOR,2.0,2.3333,3.0
2026-05-02 16:00:00,31,INDOOR,2.3333,2.7667,3.3333
2026-05-02 17:00:00,31,INDOOR,4.0,4.3667,5.6667
2026-05-02 18:00:00,31,INDOOR,2.6667,3.7667,4.6667
2026-05-02 19:00:00,31,INDOOR,3.6667,5.2,6.3333
2026-05-02 20:00:00,31,INDOOR,9.3333,12.0333,14.3333
2026-05-02 21:00:00,31,INDOOR,12.6667,18.6333,22.3333
2026-05-02 22:00:00,31,INDOOR,15.6667,22.9667,26.0
2026-05-02 23:00:00,31,INDOOR,18.3333,26.8,31.3333
2026-05-03 00:00:00,31,INDOOR,15.3333,24.3333,26.6667
2026-05-03 01:00:00,31,INDOOR,15.0,22.7667,25.3333
2026-05-03 02:00:00,31,INDOOR,12.3333,17.3667,19.0
2026-05-03 03:00:00,31,INDOOR,9.0,14.8333,14.6667
2026-05-03 04:00:00,31,INDOOR,9.0,12.2333,14.6667
2026-05-03 05:00:00,31,INDOOR,8.6667,12.5333,14.3333
2026-05-03 06:00:00,31,INDOOR,9.6667,14.2333,15.0
2026-05-03 07:00:00,31,INDOOR,25.0,15.8333,37.3333
