fecha,sensor_id,ambiente,pm1_ugm3,pm25_ugm3,pm10_ugm3
2024-09-01 00:00:00,31,INDOOR,2.6667,3.3667,4.3333
2024-09-01 01:00:00,31,INDOOR,2.6667,3.4333,3.3333
2024-09-01 02:00:00,31,INDOOR,2.3333,3.3333,4.3333
2024-09-01 03:00:00,31,INDOOR,1.6667,2.0667,2.3333
2024-09-01 04:00:00,31,INDOOR,0.6667,0.9,1.3333
2024-09-01 05:00:00,31,INDOOR,0.3333,0.4,1.3333
2024-09-01 06:00:00,31,INDOOR,0.6667,0.8333,1.6667
2024-09-01 07:00:00,31,INDOOR,3.6667,3.7333,6.3333
2024-09-01 08:00:00,31,INDOOR,4.3333,4.7333,6.6667
2024-09-01 09:00:00,31,INDOOR,23.0,29.5667,43.6667
2024-09-01 10:00:00,31,INDOOR,29.3333,43.2333,53.3333
2024-09-01 11:00:00,31,INDOOR,31.0,45.5,58.0
2024-09-01 12:00:00,31,INDOOR,26.3333,38.5667,44.3333
2024-09-01 13:00:00,31,INDOOR,19.6667,28.8667,30.3333
2024-09-01 14:00:00,31,INDOOR,21.0,28.0333,33.0
2024-09-01 15:00:00,31,INDOOR,19.0,27.5333,29.3333
2024-09-01 16:00:00,31,INDOOR,13.3333,19.4333,19.6667
2024-09-01 17:00:00,31,INDOOR,20.0,27.8667,29.6667
2024-09-01 18:00:00,31,INDOOR,23.0,35.0,39.3333
2024-09-01 19:00:00,31,INDOOR,29.0,42.2333,52.6667
2024-09-01 20:00:00,31,INDOOR,27.6667,38.9,46.6667
2024-09-01 21:00:00,31,INDOOR,37.3333,60.2,66.6667
2024-09-01 22:00:00,31,INDOOR,28.6667,42.7333,50.6667
2024-09-01 23:00:00,31,INDOOR,18.3333,26.7,27.3333
2024-09-02 00:00:00,31,INDOOR,10.0,14.6333,15.3333
2024-09-02 01:00:00,31,INDOOR,5.6667,7.4333,8.0
2024-09-02 02:00:00,31,INDOOR,5.3333,6.9667,9.0
2024-09-02 03:00:00,31,INDOOR,3.3333,4.2,5.0
2024-09-02 04:00:00,31,INDOOR,1.3333,1.8333,2.6667
2024-09-02 05:00:00,31,INDOOR,1.3333,1.1,1.6667
2024-09-02 06:00:00,31,INDOOR,3.0,3.6,5.6667
