fecha,sensor_id,ambiente,pm1_ugm3,pm25_ugm3,pm10_ugm3
2024-07-01 00:00:00,34,OUTDOOR,5.8,8.6,10.6667
2024-07-01 01:00:00,34,OUTDOOR,4.2667,5.4333,7.2
2024-07-01 02:00:00,34,OUTDOOR,2.8667,4.5667,5.0
2024-07-01 03:00:00,34,OUTDOOR,0.3333,0.1,0.8667
2024-07-01 04:00:00,34,OUTDOOR,1.6,1.4333,2.5333
2024-07-01 05:00:00,34,OUTDOOR,1.4,2.8,2.9333
2024-07-01 06:00:00,34,OUTDOOR,0.0,0.1667,0.5333
2024-07-01 07:00:00,34,OUTDOOR,0.1333,0.0,0.2667
2024-07-01 08:00:00,34,OUTDOOR,4.3333,3.8,9.6667
2024-07-01 09:00:00,34,OUTDOOR,3.2667,3.8667,5.4
2024-07-01 10:00:00,34,OUTDOOR,5.5333,6.5667,9.0
2024-07-01 11:00:00,34,OUTDOOR,8.8,11.4667,15.5333
2024-07-01 12:00:00,34,OUTDOOR,25.6667,36.4333,50.0
2024-07-01 13:00:00,34,OUTDOOR,14.6,24.6667,24.4
2024-07-01 14:00:00,34,OUTDOOR,20.0,31.4,37.2
2024-07-01 15:00:00,34,OUTDOOR,18.3333,31.7,33.1333
2024-07-01 16:00:00,34,OUTDOOR,23.6,39.9333,51.7333
2024-07-01 17:00:00,34,OUTDOOR,29.5172,47.4828,62.7586
2024-07-01 18:00:00,34,OUTDOOR,25.0667,40.1667,54.1333
2024-07-01 19:00:00,34,OUTDOOR,23.7667,40.2,51.4667
2024-07-01 20:00:00,34,OUTDOOR,25.4,42.1667,53.8667
2024-07-01 21:00:00,34,OUTDOOR,21.8667,38.0333,46.5667
2024-07-01 22:00:00,34,OUTDOOR,13.9,25.4333,28.4333
2024-07-01 23:00:00,34,OUTDOOR,8.6667,14.3,18.4667
2024-07-02 00:00:00,34,OUTDOOR,7.5667,10.1333,12.8333
2024-07-02 01:00:00,34,OUTDOOR,8.0811,11.7568,12.8919
2024-07-02 02:00:00,34,OUTDOOR,6.6667,11.0,13.6667
2024-07-02 03:00:00,34,OUTDOOR,3.3333,5.8667,7.0
2024-07-02 04:00:00,34,OUTDOOR,1.6667,2.5667,2.6667
2024-07-02 05:00:00,34,OUTDOOR,1.0,1.3333,1.6667
2024-07-02 06:00:00,34,OUTDOOR,0.3333,0.1333,0.6667
2024-07-02 07:00:00,34,OUTDOOR,0.0,0.0333,0.3333
2024-07-02 08:00:00,34,OUTDOOR,1.0,1.9333,1.3333
2024-07-02 09:00:00,34,OUTDOOR,2.0,5.3667,3.3333
2024-07-02 10:00:00,34,OUTDOOR,2.0,1.3333,4.0
2024-07-02 11:00:00,34,OUTDOOR,7.0,9.7,11.3333
2024-07-02 12:00:00,34,OUTDOOR,11.3333,21.4333,18.0
2024-07-02 13:00:00,34,OUTDOOR,15.0,22.4,24.6667
2024-07-02 14:00:00,34,OUTDOOR,15.3333,20.9,26.0
2024-07-02 15:00:00,34,OUTDOOR,23.6667,37.0333,45.3333
2024-07-02 16:00:00,34,OUTDOOR,24.6667,35.8667,43.0
2024-07-02 17:00:00,34,OUTDOOR,21.6667,29.1667,40.0
2024-07-02 18:00:00,34,OUTDOOR,23.3333,36.9667,44.3333
2024-07-02 19:00:00,34,OUTDOOR,19.0,31.5,36.3333
2024-07-02 20:00:00,34,OUTDOOR,20.6667,32.1,37.6667
2024-07-02 21:00:00,34,OUTDOOR,13.75,22.0417,22.8333
2024-07-02 22:00:00,34,OUTDOOR,7.7333,10.9667,12.4667
2024-07-02 23:00:00,34,OUTDOOR,5.0667,6.1333,7.4667
2024-07-03 00:00:00,34,OUTDOOR,7.4667,9.3,11.6
2024-07-03 01:00:00,34,OUTDOOR,8.5333,12.1,13.0667
2024-07-03 02:00:00,34,OUTDOOR,6.5333,10.4,11.0
2024-07-03 03:00:00,34,OUTDOOR,5.0,6.5,8.4667
2024-07-03 04:00:00,34,OUTDOOR,7.0,10.9,12.8667
2024-07-03 05:00:00,34,OUTDOOR,11.5385,19.7308,21.6923
2024-07-03 06:00:00,34,OUTDOOR,8.3333,15.5,14.6667
2024-07-03 07:00:00,34,OUTDOOR,5.3333,8.9,9.0
2024-07-03 08:00:00,34,OUTDOOR,7.0,9.8667,13.3333
2024-07-03 09:00:00,34,OUTDOOR,7.3333,9.0333,11.6667
2024-07-03 10:00:00,34,OUTDOOR,13.6667,25.5333,29.0
2024-07-03 11:00:00,34,OUTDOOR,14.6667,23.4,26.3333
2024-07-03 12:00:00,34,OUTDOOR,9.0,17.5667,16.0
2024-07-03 13:00:00,34,OUTDOOR,23.0,34.8333,48.0
2024-07-03 14:00:00,34,OUTDOOR,25.0,39.5333,49.3333
2024-07-03 15:00:00,34,OUTDOOR,29.3333,46.9667,60.6667
2024-07-03 16:00:00,34,OUTDOOR,31.6667,50.3333,66.6667
2024-07-04 10:00:00,34,OUTDOOR,34.0,0.0,68.0
2024-07-04 11:00:00,34,OUTDOOR,26.6667,38.6667,48.6667
2024-07-04 12:00:00,34,OUTDOOR,33.6667,50.1667,64.3333
2024-07-04 13:00:00,34,OUTDOOR,38.6667,59.0667,72.6667
2024-07-04 14:00:00,34,OUTDOOR,44.0,65.8,75.0
2024-07-04 15:00:00,34,OUTDOOR,44.0,68.6333,75.3333
2024-07-04 16:00:00,34,OUTDOOR,45.6667,68.9667,79.3333
2024-07-04 17:00:00,34,OUTDOOR,36.6364,56.6364,71.0606
2024-07-04 18:00:00,34,OUTDOOR,33.0,49.8333,64.1667
2024-07-04 19:00:00,34,OUTDOOR,30.6,47.5333,57.7333
2024-07-04 20:00:00,34,OUTDOOR,29.3333,43.4,54.4667
2024-07-04 21:00:00,34,OUTDOOR,24.4,38.6333,44.5
2024-07-04 22:00:00,34,OUTDOOR,22.7667,36.6333,43.1667
2024-07-04 23:00:00,34,OUTDOOR,24.4333,38.5667,44.7333
2024-07-05 00:00:00,34,OUTDOOR,23.2667,36.7667,42.6667
2024-07-05 01:00:00,34,OUTDOOR,19.8,30.5333,34.7
2024-07-05 02:00:00,34,OUTDOOR,18.4333,26.9333,28.7
2024-07-05 03:00:00,34,OUTDOOR,16.3333,26.5667,26.9333
2024-07-05 04:00:00,34,OUTDOOR,9.7333,14.4667,14.8667
2024-07-05 05:00:00,34,OUTDOOR,14.7407,21.8519,22.8148
2024-07-05 06:00:00,34,OUTDOOR,9.4783,15.8696,16.087
2024-07-05 07:00:00,34,OUTDOOR,5.5333,7.0667,9.1
2024-07-05 08:00:00,34,OUTDOOR,8.8,10.2667,15.3667
2024-07-05 09:00:00,34,OUTDOOR,11.5,14.8333,19.7667
2024-07-05 10:00:00,34,OUTDOOR,10.2593,17.0741,17.1481
