fecha,sensor_id,ambiente,pm1_ugm3,pm25_ugm3,pm10_ugm3
2024-07-01 13:00:00,38,OUTDOOR,16.875,23.875,34.875
2024-07-01 14:00:00,38,OUTDOOR,21.2,32.2667,42.7333
2024-07-01 15:00:00,38,OUTDOOR,19.3333,32.1333,38.8
2024-07-01 16:00:00,38,OUTDOOR,25.0,40.9,53.9333
2024-07-01 17:00:00,38,OUTDOOR,29.6,47.2,65.0
2024-07-01 18:00:00,38,OUTDOOR,24.2667,40.5667,51.3333
2024-07-01 19:00:00,38,OUTDOOR,23.4667,40.9667,50.6
2024-07-01 20:00:00,38,OUTDOOR,25.8667,42.8333,55.2
2024-07-01 21:00:00,38,OUTDOOR,22.0,38.2414,47.7241
2024-07-01 22:00:00,38,OUTDOOR,13.1667,25.5,26.8333
2024-07-01 23:00:00,38,OUTDOOR,8.3333,14.8,17.0
2024-07-02 00:00:00,38,OUTDOOR,7.0,11.1333,13.5
2024-07-02 01:00:00,38,OUTDOOR,7.0,12.1,14.3333
2024-07-02 02:00:00,38,OUTDOOR,6.3333,11.0,12.3333
2024-07-02 03:00:00,38,OUTDOOR,4.1667,6.2667,7.3333
2024-07-02 04:00:00,38,OUTDOOR,1.0,2.8333,3.8333
2024-07-02 05:00:00,38,OUTDOOR,0.6667,1.6,2.3333
2024-07-02 06:00:00,38,OUTDOOR,0.0,0.2667,0.5
2024-07-02 07:00:00,38,OUTDOOR,0.0,0.2,0.8333
2024-07-02 08:00:00,38,OUTDOOR,0.3333,0.7667,1.0
2024-07-02 09:00:00,38,OUTDOOR,1.0,2.4333,1.8333
2024-07-02 10:00:00,38,OUTDOOR,0.6667,1.4333,2.1667
2024-07-02 11:00:00,38,OUTDOOR,8.1667,10.5,12.5
2024-07-02 12:00:00,38,OUTDOOR,13.5,17.1667,23.8333
2024-07-02 13:00:00,38,OUTDOOR,16.0,26.0667,27.0
2024-07-02 14:00:00,38,OUTDOOR,14.5,22.8,27.8333
2024-07-02 15:00:00,38,OUTDOOR,23.9677,33.8065,47.2258
2024-07-02 16:00:00,38,OUTDOOR,24.1765,37.3529,44.0
2024-07-02 17:00:00,38,OUTDOOR,21.6667,30.8,39.6667
2024-07-02 18:00:00,38,OUTDOOR,24.0,34.92,49.2
2024-07-02 19:00:00,38,OUTDOOR,22.0,32.5,41.1667
2024-07-02 20:00:00,38,OUTDOOR,21.3333,34.0667,39.6667
2024-07-02 21:00:00,38,OUTDOOR,16.0,24.8,26.5
2024-07-02 22:00:00,38,OUTDOOR,7.5,11.4333,11.8333
2024-07-02 23:00:00,38,OUTDOOR,4.8333,6.7667,8.3333
2024-07-03 00:00:00,38,OUTDOOR,7.1667,10.1333,12.8333
2024-07-03 01:00:00,38,OUTDOOR,8.1667,12.9667,13.6667
2024-07-03 02:00:00,38,OUTDOOR,7.5,11.4667,13.0
2024-07-03 03:00:00,38,OUTDOOR,4.8333,7.1333,8.6667
2024-07-03 04:00:00,38,OUTDOOR,7.1667,10.8333,15.5
2024-07-03 05:00:00,38,OUTDOOR,12.1667,20.2,24.6667
2024-07-03 06:00:00,38,OUTDOOR,8.6667,16.9,16.3333
2024-07-03 07:00:00,38,OUTDOOR,5.1667,7.9,8.8333
2024-07-03 08:00:00,38,OUTDOOR,5.8333,9.8667,9.6667
